id,name,task_id,title,supported,status,batch,owned_count,publication_count,dossier
FC-nyc-veterans-Dec30VeteranAgent,Dec30VeteranAgent,nyc-veterans,"New York City · veterans, 2018",True,supported,family-completion,2,2,trajectory-explorer/public/data/assembled-trajectories/FC-nyc-veterans-Dec30VeteranAgent.json
FC-nyc-veterans-VeteranWatcherNov25,VeteranWatcherNov25,nyc-veterans,"New York City · veterans, 2018",True,supported,family-completion,3,3,trajectory-explorer/public/data/assembled-trajectories/FC-nyc-veterans-VeteranWatcherNov25.json
FC-nyc-veterans-VeteranObserverFeb11,VeteranObserverFeb11,nyc-veterans,"New York City · veterans, 2018",True,supported,family-completion,5,5,trajectory-explorer/public/data/assembled-trajectories/FC-nyc-veterans-VeteranObserverFeb11.json
FC-nyc-veterans-VeteranScoutFeb11C,VeteranScoutFeb11C,nyc-veterans,"New York City · veterans, 2018",True,supported,family-completion,2,2,trajectory-explorer/public/data/assembled-trajectories/FC-nyc-veterans-VeteranScoutFeb11C.json
FC-nyc-veterans-Oct27VeteranAgent,Oct27VeteranAgent,nyc-veterans,"New York City · veterans, 2018",True,supported,family-completion,5,5,trajectory-explorer/public/data/assembled-trajectories/FC-nyc-veterans-Oct27VeteranAgent.json
FC-nyc-veterans-Feb22VeteranAgent,Feb22VeteranAgent,nyc-veterans,"New York City · veterans, 2018",True,supported,family-completion,3,3,trajectory-explorer/public/data/assembled-trajectories/FC-nyc-veterans-Feb22VeteranAgent.json
FC-nyc-veterans-Aug07VeteranResearcher,Aug07VeteranResearcher,nyc-veterans,"New York City · veterans, 2018",True,supported,family-completion,3,3,trajectory-explorer/public/data/assembled-trajectories/FC-nyc-veterans-Aug07VeteranResearcher.json
FC-nyc-veterans-Oct27VeteranWatcherB,Oct27VeteranWatcherB,nyc-veterans,"New York City · veterans, 2018",True,supported,family-completion,3,3,trajectory-explorer/public/data/assembled-trajectories/FC-nyc-veterans-Oct27VeteranWatcherB.json
FC-nyc-veterans-May08VeteranAgent,May08VeteranAgent,nyc-veterans,"New York City · veterans, 2018",True,supported,family-completion,2,2,trajectory-explorer/public/data/assembled-trajectories/FC-nyc-veterans-May08VeteranAgent.json
FC-nyc-veterans-Feb20VeteranAgent,Feb20VeteranAgent,nyc-veterans,"New York City · veterans, 2018",True,supported,family-completion,2,2,trajectory-explorer/public/data/assembled-trajectories/FC-nyc-veterans-Feb20VeteranAgent.json
FC-oecd-household-income-OAIHouseholdNov02Scout,OAIHouseholdNov02Scout,oecd-household-income,OECD · household disposable income,True,supported,family-completion,3,3,trajectory-explorer/public/data/assembled-trajectories/FC-oecd-household-income-OAIHouseholdNov02Scout.json
cvd-jun09-fast,OAIJun09Research,ihme-cvd-deaths,CVD country sequence · OAIJun09Research,True,supported,CVD clock audit,3,3,trajectory-explorer/public/data/assembled-trajectories/cvd-jun09-fast.json
cvd-dec08-2028-fast,OpenAICVDDec08Fast2028,ihme-cvd-deaths,CVD country sequence · OpenAICVDDec08Fast2028,True,supported,CVD clock audit,5,4,trajectory-explorer/public/data/assembled-trajectories/cvd-dec08-2028-fast.json
cvd-apr04-slow,OpenAIHealthdataCVDApr04,ihme-cvd-deaths,CVD country sequence · OpenAIHealthdataCVDApr04,True,supported,CVD clock audit,5,5,trajectory-explorer/public/data/assembled-trajectories/cvd-apr04-slow.json
cvd-mar25-fast,OpenAIResearchMar25,ihme-cvd-deaths,CVD country sequence · OpenAIResearchMar25,True,supported,CVD clock audit,4,3,trajectory-explorer/public/data/assembled-trajectories/cvd-mar25-fast.json
cvd-dec26-slow,OAI7C97Dec26,ihme-cvd-deaths,CVD country sequence · OAI7C97Dec26,True,supported,CVD clock audit,5,4,trajectory-explorer/public/data/assembled-trajectories/cvd-dec26-slow.json
cvd-feb07-fast,OpenAIFebSevenScout,ihme-cvd-deaths,CVD country sequence · OpenAIFebSevenScout,True,supported,CVD clock audit,6,6,trajectory-explorer/public/data/assembled-trajectories/cvd-feb07-fast.json
cvd-sept21-slow,OpenAIHealthdataCVDSept21,ihme-cvd-deaths,CVD country sequence · OpenAIHealthdataCVDSept21,True,supported,CVD clock audit,3,3,trajectory-explorer/public/data/assembled-trajectories/cvd-sept21-slow.json
cvd-may19-2025-fast,OpenAIMay19CVD,ihme-cvd-deaths,CVD country sequence · OpenAIMay19CVD,True,supported,CVD clock audit,3,3,trajectory-explorer/public/data/assembled-trajectories/cvd-may19-2025-fast.json
cvd-feb20-2027-fast,CVDResearchFeb20,ihme-cvd-deaths,CVD country sequence · CVDResearchFeb20,True,supported,CVD clock audit,2,2,trajectory-explorer/public/data/assembled-trajectories/cvd-feb20-2027-fast.json
cvd-aug09-fast,OpenAIAug09CVD,ihme-cvd-deaths,CVD country sequence · OpenAIAug09CVD,True,supported,CVD clock audit,4,4,trajectory-explorer/public/data/assembled-trajectories/cvd-aug09-fast.json
cvd-jan31-slow,OpenAIHealthdataCVDJan31,ihme-cvd-deaths,CVD country sequence · OpenAIHealthdataCVDJan31,True,supported,CVD clock audit,3,3,trajectory-explorer/public/data/assembled-trajectories/cvd-jan31-slow.json
cvd-nov03-slow,OpenAIHealthdataCVDNov03,ihme-cvd-deaths,CVD country sequence · OpenAIHealthdataCVDNov03,True,supported,CVD clock audit,2,2,trajectory-explorer/public/data/assembled-trajectories/cvd-nov03-slow.json
cvd-provisional-jan02cvdscout,Jan02CVDScout,ihme-cvd-deaths,CVD country sequence · Jan02CVDScout,False,provisional,CVD clock audit,7,1,trajectory-explorer/public/data/assembled-trajectories/cvd-provisional-jan02cvdscout.json
cvd-provisional-oai7c97oct09,OAI7C97Oct09,ihme-cvd-deaths,CVD country sequence · OAI7C97Oct09,False,provisional,CVD clock audit,1,1,trajectory-explorer/public/data/assembled-trajectories/cvd-provisional-oai7c97oct09.json
cvd-provisional-openaiaug14fast,OpenAIAug14Fast,ihme-cvd-deaths,CVD country sequence · OpenAIAug14Fast,False,provisional,CVD clock audit,1,1,trajectory-explorer/public/data/assembled-trajectories/cvd-provisional-openaiaug14fast.json
cvd-provisional-openaiaugtwoscout,OpenAIAugTwoScout,ihme-cvd-deaths,CVD country sequence · OpenAIAugTwoScout,False,provisional,CVD clock audit,1,1,trajectory-explorer/public/data/assembled-trajectories/cvd-provisional-openaiaugtwoscout.json
cvd-provisional-openaihealthdatacvdmay22,OpenAIHealthdataCVDMay22,ihme-cvd-deaths,CVD country sequence · OpenAIHealthdataCVDMay22,False,provisional,CVD clock audit,1,1,trajectory-explorer/public/data/assembled-trajectories/cvd-provisional-openaihealthdatacvdmay22.json
cvd-provisional-openaijan07,OpenAIJan07,ihme-cvd-deaths,CVD country sequence · OpenAIJan07,False,provisional,CVD clock audit,1,1,trajectory-explorer/public/data/assembled-trajectories/cvd-provisional-openaijan07.json
cvd-provisional-openaijan25scout,OpenAIJan25Scout,ihme-cvd-deaths,CVD country sequence · OpenAIJan25Scout,False,provisional,CVD clock audit,1,1,trajectory-explorer/public/data/assembled-trajectories/cvd-provisional-openaijan25scout.json
cvd-provisional-openairesearchmay02,OpenAIResearchMay02,ihme-cvd-deaths,CVD country sequence · OpenAIResearchMay02,False,provisional,CVD clock audit,1,1,trajectory-explorer/public/data/assembled-trajectories/cvd-provisional-openairesearchmay02.json
cvd-provisional-ourcvdresearchaug15,OurCVDResearchAug15,ihme-cvd-deaths,CVD country sequence · OurCVDResearchAug15,False,provisional,CVD clock audit,1,1,trajectory-explorer/public/data/assembled-trajectories/cvd-provisional-ourcvdresearchaug15.json
CVD-B10,ResearchAgentMay14,ihme-cvd-deaths,CVD country sequence · ResearchAgentMay14,True,supported,CVD clock audit,5,5,trajectory-explorer/public/data/assembled-trajectories/CVD-B10.json
CVD-B11,OpenAICVDAug04,ihme-cvd-deaths,CVD country sequence · OpenAICVDAug04,True,supported,CVD clock audit,4,4,trajectory-explorer/public/data/assembled-trajectories/CVD-B11.json
CVD-B13,OpenAIHealthdataCVDMay30,ihme-cvd-deaths,CVD country sequence · OpenAIHealthdataCVDMay30,True,supported,CVD clock audit,3,3,trajectory-explorer/public/data/assembled-trajectories/CVD-B13.json
CVD-B14,OpenAIOct30Fast,ihme-cvd-deaths,CVD country sequence · OpenAIOct30Fast,True,supported,CVD clock audit,4,4,trajectory-explorer/public/data/assembled-trajectories/CVD-B14.json
CVD-B16,OAI7C97Nov18,ihme-cvd-deaths,CVD country sequence · OAI7C97Nov18,True,supported,CVD clock audit,3,3,trajectory-explorer/public/data/assembled-trajectories/CVD-B16.json
CVD-B17,OAIJun30Scout,ihme-cvd-deaths,CVD country sequence · OAIJun30Scout,True,supported,CVD clock audit,3,3,trajectory-explorer/public/data/assembled-trajectories/CVD-B17.json
CVD-B18,OpenAIHealthdataCVDMar27,ihme-cvd-deaths,CVD country sequence · OpenAIHealthdataCVDMar27,True,supported,CVD clock audit,5,5,trajectory-explorer/public/data/assembled-trajectories/CVD-B18.json
CVD-B19,OpenAIMar10CVD,ihme-cvd-deaths,CVD country sequence · OpenAIMar10CVD,True,supported,CVD clock audit,3,3,trajectory-explorer/public/data/assembled-trajectories/CVD-B19.json
CVD-B20,CVDMar04Scout,ihme-cvd-deaths,CVD country sequence · CVDMar04Scout,False,provisional,CVD clock audit,2,2,trajectory-explorer/public/data/assembled-trajectories/CVD-B20.json
CVD-B22,OpenAICVDSep12Fast2028,ihme-cvd-deaths,CVD country sequence · OpenAICVDSep12Fast2028,True,supported,CVD clock audit,2,2,trajectory-explorer/public/data/assembled-trajectories/CVD-B22.json
CVD-B23,OpenAIHealthdataCVDAug16,ihme-cvd-deaths,CVD country sequence · OpenAIHealthdataCVDAug16,True,supported,CVD clock audit,2,2,trajectory-explorer/public/data/assembled-trajectories/CVD-B23.json
CVD-B24,OpenAIHealthdataCVDFeb09,ihme-cvd-deaths,CVD country sequence · OpenAIHealthdataCVDFeb09,True,supported,CVD clock audit,3,3,trajectory-explorer/public/data/assembled-trajectories/CVD-B24.json
CVD-B25,OpenAIHealthdataCVDMar06,ihme-cvd-deaths,CVD country sequence · OpenAIHealthdataCVDMar06,True,supported,CVD clock audit,3,3,trajectory-explorer/public/data/assembled-trajectories/CVD-B25.json
CVD-B26,OpenAIMay10CVD,ihme-cvd-deaths,CVD country sequence · OpenAIMay10CVD,True,supported,CVD clock audit,2,2,trajectory-explorer/public/data/assembled-trajectories/CVD-B26.json
CVD-B27,PolandSeeker2,ihme-cvd-deaths,CVD country sequence · PolandSeeker2,True,supported,CVD clock audit,5,2,trajectory-explorer/public/data/assembled-trajectories/CVD-B27.json
CVD-B28,MayResearcher,ihme-cvd-deaths,CVD country sequence · MayResearcher,False,provisional,CVD clock audit,1,1,trajectory-explorer/public/data/assembled-trajectories/CVD-B28.json
CVD-B30,OAIJulThirtyResearch,ihme-cvd-deaths,CVD country sequence · OAIJulThirtyResearch,False,provisional,CVD clock audit,1,1,trajectory-explorer/public/data/assembled-trajectories/CVD-B30.json
CVD-B31,OpenAIAug27CVD,ihme-cvd-deaths,CVD country sequence · OpenAIAug27CVD,False,provisional,CVD clock audit,1,1,trajectory-explorer/public/data/assembled-trajectories/CVD-B31.json
CVD-B32,OpenAICVDApr01,ihme-cvd-deaths,CVD country sequence · OpenAICVDApr01,False,provisional,CVD clock audit,1,1,trajectory-explorer/public/data/assembled-trajectories/CVD-B32.json
CVD-B33,OpenAIHealthdataCVDJun26,ihme-cvd-deaths,CVD country sequence · OpenAIHealthdataCVDJun26,False,provisional,CVD clock audit,1,1,trajectory-explorer/public/data/assembled-trajectories/CVD-B33.json
CVD-B34,OpenAIHealthdataCVDSep24,ihme-cvd-deaths,CVD country sequence · OpenAIHealthdataCVDSep24,False,provisional,CVD clock audit,1,1,trajectory-explorer/public/data/assembled-trajectories/CVD-B34.json
CVD-B35,OpenAIJan07CVD,ihme-cvd-deaths,CVD country sequence · OpenAIJan07CVD,False,provisional,CVD clock audit,1,1,trajectory-explorer/public/data/assembled-trajectories/CVD-B35.json
CVD-B36,OpenAIOct29CVDLive,ihme-cvd-deaths,CVD country sequence · OpenAIOct29CVDLive,False,provisional,CVD clock audit,1,1,trajectory-explorer/public/data/assembled-trajectories/CVD-B36.json
CVD-B37,OpenAIResearchSep06,ihme-cvd-deaths,CVD country sequence · OpenAIResearchSep06,False,provisional,CVD clock audit,1,1,trajectory-explorer/public/data/assembled-trajectories/CVD-B37.json
CVD-B38,ResearchHelperJul26,ihme-cvd-deaths,CVD country sequence · ResearchHelperJul26,False,provisional,CVD clock audit,1,1,trajectory-explorer/public/data/assembled-trajectories/CVD-B38.json
CVD-B03-second,Nov01 · R5 due 02:53:55,ihme-cvd-deaths,CVD country sequence · Nov01 · R5 due 02:53:55,False,provisional,CVD clock audit,1,1,trajectory-explorer/public/data/assembled-trajectories/CVD-B03-second.json
CVD-Jun15-relay,Jun15 / Jun16 relay,ihme-cvd-deaths,CVD country sequence · Jun15 / Jun16 relay,False,provisional,CVD clock audit,1,1,trajectory-explorer/public/data/assembled-trajectories/CVD-Jun15-relay.json
CVD-Jul21-request,OpenAIJul21CVD,ihme-cvd-deaths,CVD country sequence · OpenAIJul21CVD,False,provisional,CVD clock audit,2,2,trajectory-explorer/public/data/assembled-trajectories/CVD-Jul21-request.json
CVD-Nov20-7c97,OAI7C97 · Nov20 / Nov21,ihme-cvd-deaths,CVD country sequence · OAI7C97 · Nov20 / Nov21,True,supported,CVD clock audit,6,6,trajectory-explorer/public/data/assembled-trajectories/CVD-Nov20-7c97.json
